LS	09/11/2022 15:33									
0.721	0.755	0.791	0.11	1.1	98.9	0.13	0.12	1.08	98.9	0.18
0.791	0.829	0.868	0.12	1.22	98.8	0.11	0.13	1.2	98.8	0.15
0.868	0.91	0.953	0.13	1.34	98.7	0.091	0.14	1.33	98.7	0.12
0.953	0.999	1.047	0.15	1.47	98.5	0.075	0.15	1.47	98.5	0.098
1.047	1.097	1.149	0.16	1.62	98.4	0.062	0.17	1.63	98.4	0.081
1.149	1.204	1.261	0.17	1.77	98.2	0.052	0.18	1.8	98.2	0.066
1.261	1.321	1.385	0.19	1.95	98.1	0.043	0.2	1.98	98	0.054
1.385	1.451	1.52	0.21	2.14	97.9	0.035	0.21	2.17	97.8	0.044
1.52	1.592	1.668	0.23	2.35	97.7	0.029	0.23	2.39	97.6	0.036
1.668	1.748	1.832	0.25	2.58	97.4	0.024	0.25	2.61	97.4	0.029
1.832	1.919	2.011	0.27	2.82	97.2	0.02	0.26	2.86	97.1	0.024
2.011	2.107	2.207	0.29	3.1	96.9	0.016	0.28	3.12	96.9	0.019
2.207	2.313	2.423	0.32	3.39	96.6	0.013	0.3	3.4	96.6	0.015
2.423	2.539	2.66	0.34	3.7	96.3	0.011	0.32	3.7	96.3	0.012
2.66	2.787	2.92	0.36	4.05	96	0.0087	0.34	4.02	96	0.01
2.92	3.059	3.205	0.39	4.41	95.6	0.007	0.36	4.37	95.6	0.008
3.205	3.358	3.519	0.41	4.8	95.2	0.0056	0.38	4.73	95.3	0.0065
3.519	3.687	3.863	0.44	5.21	94.8	0.0045	0.41	5.11	94.9	0.0052
3.863	4.047	4.24	0.46	5.65	94.4	0.0036	0.43	5.52	94.5	0.0042
4.24	4.443	4.655	0.48	6.11	93.9	0.0028	0.46	5.95	94	0.0033
4.655	4.877	5.11	0.5	6.59	93.4	0.0022	0.49	6.41	93.6	0.0027
5.11	5.354	5.61	0.52	7.09	92.9	0.0018	0.52	6.9	93.1	0.0021
5.61	5.878	6.158	0.54	7.61	92.4	0.0014	0.55	7.42	92.6	0.0017
6.158	6.452	6.76	0.56	8.15	91.9	0.0011	0.59	7.97	92	0.0014
6.76	7.083	7.421	0.57	8.7	91.3	0.00083	0.63	8.55	91.4	0.0011
7.421	7.775	8.147	0.59	9.28	90.7	0.00065	0.67	9.18	90.8	0.0009
8.147	8.536	8.943	0.61	9.87	90.1	0.0005	0.71	9.85	90.2	0.00073
8.943	9.37	9.817	0.62	10.5	89.5	0.00039	0.77	10.6	89.4	0.00059
9.817	10.29	10.78	0.64	11.1	88.9	0.0003	0.83	11.3	88.7	0.00048
10.78	11.29	11.83	0.66	11.7	88.3	0.00024	0.9	12.2	87.8	0.0004
11.83	12.4	12.99	0.68	12.4	87.6	0.00019	0.98	13.1	86.9	0.00033
12.99	13.61	14.26	0.71	13.1	86.9	0.00015	1.08	14	86	0.00027
14.26	14.94	15.65	0.74	13.8	86.2	0.00012	1.19	15.1	84.9	0.00023
15.65	16.4	17.18	0.79	14.5	85.5	0.000092	1.32	16.3	83.7	0.00019
17.18	18	18.86	0.84	15.3	84.7	0.000074	1.48	17.6	82.4	0.00016
18.86	19.76	20.7	0.9	16.2	83.8	0.00006	1.65	19.1	80.9	0.00014
20.7	21.69	22.73	0.97	17.1	82.9	0.000049	1.85	20.8	79.2	0.00012
22.73	23.81	24.95	1.06	18	82	0.000041	2.06	22.6	77.4	0.000097
24.95	26.14	27.39	1.15	19.1	80.9	0.000033	2.29	24.7	75.3	0.000082
27.39	28.7	30.07	1.27	20.2	79.8	0.000028	2.54	27	73	0.000068
30.07	31.5	33.01	1.41	21.5	78.5	0.000023	2.81	29.5	70.5	0.000057
33.01	34.58	36.24	1.58	22.9	77.1	0.00002	3.11	32.3	67.7	0.000048
36.24	37.97	39.78	1.8	24.5	75.5	0.000017	3.44	35.4	64.6	0.00004
39.78	41.68	43.67	2.08	26.3	73.7	0.000015	3.79	38.9	61.1	0.000033
43.67	45.75	47.94	2.4	28.4	71.6	0.000013	4.16	42.6	57.4	0.000028
47.94	50.22	52.62	2.78	30.8	69.2	0.000011	4.52	46.8	53.2	0.000023
52.62	55.13	57.77	3.19	33.5	66.5	0.00001	4.82	51.3	48.7	0.000018
57.77	60.52	63.41	3.64	36.7	63.3	0.000008	5.02	56.1	43.9	0.000014
63.41	66.44	69.61	4.09	40.4	59.6	0.000007	5.1	61.2	38.8	0.000011
69.61	72.94	76.42	4.53	44.5	55.5	0.000006	5.01	66.3	33.7	0.000008
76.42	80.07	83.89	4.91	49	51	0.000005	4.76	71.3	28.7	0.000006
83.89	87.9	92.09	5.19	53.9	46.1	0.000004	4.34	76	24	0.000004
92.09	96.49	101.1	5.33	59.1	40.9	0.000003	3.79	80.4	19.6	0.000003
101.1	105.9	111	5.29	64.4	35.6	0.000002	3.15	84.2	15.8	0.000002
111	116.3	121.8	5.05	69.7	30.3	0.000002	2.49	87.3	12.7	0.000001
121.8	127.6	133.7	4.61	74.8	25.2	0.000001	1.86	89.8	10.2	0.000001
133.7	140.1	146.8	4.04	79.4	20.6	0.000001	1.35	91.7	8.34	3.11E-07
146.8	153.8	161.2	3.4	83.4	16.6	4.84E-07	0.96	93	7	1.69E-07
161.2	168.9	176.9	2.78	86.8	13.2	2.98E-07	0.72	94	6.03	9.56E-08
176.9	185.4	194.2	2.22	89.6	10.4	1.80E-07	0.59	94.7	5.31	5.93E-08
194.2	203.5	213.2	1.76	91.8	8.18	1.08E-07	0.53	95.3	4.71	4.01E-08
213.2	223.4	234.1	1.36	93.6	6.42	6.33E-08	0.49	95.8	4.18	2.79E-08
234.1	245.2	256.9	1.01	94.9	5.06	3.56E-08	0.43	96.3	3.69	1.86E-08
256.9	269.2	282.1	0.69	96	4.04	1.83E-08	0.35	96.7	3.26	1.13E-08
282.1	295.5	309.6	0.41	96.6	3.35	8.17E-09	0.26	97.1	2.92	6.34E-09
309.6	324.4	339.9	0.22	97.1	2.94	3.27E-09	0.2	97.3	2.66	3.68E-09
339.9	356.1	373.1	0.13	97.3	2.73	1.49E-09	0.18	97.5	2.46	2.60E-09
373.1	390.9	409.6	0.13	97.4	2.6	1.14E-09	0.22	97.7	2.28	2.34E-09
409.6	429.2	449.7	0.2	97.5	2.47	1.31E-09	0.29	97.9	2.06	2.32E-09
449.7	471.1	493.6	0.3	97.7	2.27	1.51E-09	0.36	98.2	1.77	2.17E-09
493.6	517.2	541.9	0.39	98	1.96	1.45E-09	0.39	98.6	1.41	1.78E-09
541.9	567.7	594.9	0.41	98.4	1.57	1.17E-09	0.37	99	1.03	1.29E-09
594.9	623.3	653	0.38	98.8	1.16	8.16E-10	0.32	99.3	0.65	8.32E-10
653	684.2	716.8	0.32	99.2	0.78	5.15E-10	0.21	99.7	0.34	4.20E-10
716.8	751.1	786.9	0.24	99.5	0.46	2.93E-10	0.1	99.9	0.13	1.52E-10
786.9	824.5	863.9	0.14	99.8	0.22	1.34E-10	0.023	99.97	0.025	2.60E-11
863.9	905.1	948.3	0.062	99.9	0.076	4.35E-11	0.0023	99.998	0.0023	1.97E-12
948.3	993.6	1041	0.013	99.99	0.014	6.89E-12	0	100	0	0
1041	1091	1143	0.0012	99.999	0.0012	4.67E-13	0	100	0	0
1143	1197	1255	0	100	0	0	0	100	0	0
1255	1314	1377	0	100	0	0	0	100	0	0
1377	1443	1512	0	100	0	0	0	100	0	0
1512	1584	1660	0	100	0	0	0	100	0	0
1660	1739	1822	0	100	0	0	0	100	0	0
1822	1909	2000	0	100	0	0	0	100	0	0
2000				100	0			100	0	
