LS	09/11/2022 14:13									
0.134	0.141	0.148	0.014	0.054	99.9	4.69	0.016	0.068	99.9	4.46
0.148	0.155	0.162	0.016	0.067	99.9	4.1	0.018	0.084	99.9	3.78
0.162	0.17	0.178	0.018	0.083	99.9	3.56	0.02	0.1	99.9	3.19
0.178	0.186	0.195	0.021	0.1	99.9	3.08	0.022	0.12	99.9	2.69
0.195	0.205	0.214	0.024	0.12	99.9	2.66	0.025	0.14	99.9	2.26
0.214	0.225	0.235	0.027	0.15	99.9	2.31	0.027	0.17	99.8	1.9
0.235	0.247	0.258	0.031	0.17	99.8	2	0.031	0.2	99.8	1.6
0.258	0.271	0.284	0.036	0.2	99.8	1.73	0.034	0.23	99.8	1.35
0.284	0.297	0.311	0.04	0.24	99.8	1.48	0.038	0.26	99.7	1.13
0.311	0.326	0.342	0.046	0.28	99.7	1.26	0.041	0.3	99.7	0.94
0.342	0.358	0.375	0.051	0.33	99.7	1.07	0.046	0.34	99.7	0.78
0.375	0.393	0.412	0.057	0.38	99.6	0.91	0.05	0.39	99.6	0.64
0.412	0.431	0.452	0.064	0.43	99.6	0.76	0.054	0.44	99.6	0.53
0.452	0.474	0.496	0.071	0.5	99.5	0.64	0.059	0.49	99.5	0.44
0.496	0.52	0.545	0.079	0.57	99.4	0.54	0.065	0.55	99.5	0.36
0.545	0.571	0.598	0.087	0.65	99.4	0.45	0.071	0.61	99.4	0.3
0.598	0.627	0.656	0.096	0.73	99.3	0.38	0.077	0.68	99.3	0.25
0.656	0.688	0.721	0.11	0.83	99.2	0.31	0.083	0.76	99.2	0.2
0.721	0.755	0.791	0.12	0.93	99.1	0.26	0.09	0.84	99.2	0.16
0.791	0.829	0.868	0.13	1.05	98.9	0.21	0.098	0.93	99.1	0.13
0.868	0.91	0.953	0.14	1.18	98.8	0.18	0.11	1.03	99	0.11
0.953	0.999	1.047	0.15	1.32	98.7	0.15	0.11	1.14	98.9	0.09
1.047	1.097	1.149	0.16	1.47	98.5	0.12	0.12	1.25	98.7	0.073
1.149	1.204	1.261	0.18	1.63	98.4	0.098	0.13	1.37	98.6	0.059
1.261	1.321	1.385	0.19	1.81	98.2	0.08	0.14	1.51	98.5	0.048
1.385	1.451	1.52	0.21	2	98	0.065	0.15	1.65	98.4	0.039
1.52	1.592	1.668	0.22	2.21	97.8	0.053	0.16	1.8	98.2	0.031
1.668	1.748	1.832	0.24	2.43	97.6	0.043	0.17	1.96	98	0.025
1.832	1.919	2.011	0.25	2.66	97.3	0.034	0.18	2.13	97.9	0.02
2.011	2.107	2.207	0.27	2.92	97.1	0.028	0.19	2.31	97.7	0.016
2.207	2.313	2.423	0.28	3.18	96.8	0.022	0.2	2.5	97.5	0.013
2.423	2.539	2.66	0.3	3.47	96.5	0.018	0.22	2.71	97.3	0.01
2.66	2.787	2.92	0.32	3.77	96.2	0.014	0.23	2.92	97.1	0.0083
2.92	3.059	3.205	0.34	4.09	95.9	0.011	0.24	3.15	96.8	0.0066
3.205	3.358	3.519	0.36	4.42	95.6	0.0091	0.26	3.39	96.6	0.0053
3.519	3.687	3.863	0.38	4.78	95.2	0.0073	0.27	3.65	96.4	0.0043
3.863	4.047	4.24	0.4	5.16	94.8	0.0058	0.29	3.92	96.1	0.0034
4.24	4.443	4.655	0.43	5.56	94.4	0.0047	0.31	4.21	95.8	0.0028
4.655	4.877	5.11	0.46	5.99	94	0.0038	0.33	4.52	95.5	0.0022
5.11	5.354	5.61	0.49	6.45	93.6	0.0031	0.35	4.85	95.2	0.0018
5.61	5.878	6.158	0.52	6.94	93.1	0.0025	0.38	5.2	94.8	0.0015
6.158	6.452	6.76	0.56	7.46	92.5	0.002	0.41	5.58	94.4	0.0012
6.76	7.083	7.421	0.6	8.02	92	0.0016	0.44	5.99	94	0.00097
7.421	7.775	8.147	0.65	8.62	91.4	0.0013	0.47	6.43	93.6	0.00079
8.147	8.536	8.943	0.7	9.27	90.7	0.0011	0.51	6.9	93.1	0.00064
8.943	9.37	9.817	0.75	9.96	90	0.00088	0.55	7.41	92.6	0.00053
9.817	10.29	10.78	0.81	10.7	89.3	0.00072	0.6	7.96	92	0.00043
10.78	11.29	11.83	0.88	11.5	88.5	0.00059	0.65	8.55	91.4	0.00035
11.83	12.4	12.99	0.96	12.4	87.6	0.00048	0.7	9.2	90.8	0.00029
12.99	13.61	14.26	1.04	13.4	86.6	0.0004	0.76	9.9	90.1	0.00024
14.26	14.94	15.65	1.13	14.4	85.6	0.00033	0.82	10.7	89.3	0.00019
15.65	16.4	17.18	1.22	15.5	84.5	0.00027	0.89	11.5	88.5	0.00016
17.18	18	18.86	1.32	16.7	83.3	0.00022	0.95	12.4	87.6	0.00013
18.86	19.76	20.7	1.41	18.1	81.9	0.00018	1.01	13.3	86.7	0.0001
20.7	21.69	22.73	1.51	19.5	80.5	0.00014	1.06	14.3	85.7	0.000082
22.73	23.81	24.95	1.6	21	79	0.00011	1.11	15.4	84.6	0.000064
24.95	26.14	27.39	1.67	22.6	77.4	0.00009	1.14	16.5	83.5	0.00005
27.39	28.7	30.07	1.73	24.3	75.7	0.000071	1.15	17.6	82.4	0.000038
30.07	31.5	33.01	1.79	26	74	0.000055	1.16	18.8	81.2	0.000029
33.01	34.58	36.24	1.86	27.8	72.2	0.000043	1.16	20	80	0.000022
36.24	37.97	39.78	1.94	29.6	70.4	0.000034	1.17	21.1	78.9	0.000017
39.78	41.68	43.67	2.04	31.6	68.4	0.000027	1.19	22.3	77.7	0.000013
43.67	45.75	47.94	2.17	33.6	66.4	0.000022	1.22	23.5	76.5	0.00001
47.94	50.22	52.62	2.32	35.8	64.2	0.000018	1.26	24.7	75.3	0.000008
52.62	55.13	57.77	2.49	38.1	61.9	0.000014	1.3	25.9	74.1	0.000006
57.77	60.52	63.41	2.66	40.6	59.4	0.000012	1.36	27.2	72.8	0.000005
63.41	66.44	69.61	2.83	43.3	56.7	0.000009	1.43	28.6	71.4	0.000004
69.61	72.94	76.42	3	46.1	53.9	0.000007	1.53	30	70	0.000003
76.42	80.07	83.89	3.18	49.1	50.9	0.000006	1.68	31.6	68.4	0.000003
83.89	87.9	92.09	3.37	52.3	47.7	0.000005	1.92	33.2	66.8	0.000002
92.09	96.49	101.1	3.55	55.6	44.4	0.000004	2.26	35.2	64.8	0.000002
101.1	105.9	111	3.72	59.2	40.8	0.000003	2.73	37.4	62.6	0.000002
111	116.3	121.8	3.86	62.9	37.1	0.000002	3.32	40.2	59.8	0.000002
121.8	127.6	133.7	3.95	66.8	33.2	0.000002	4.03	43.5	56.5	0.000002
133.7	140.1	146.8	3.98	70.7	29.3	0.000001	4.8	47.5	52.5	0.000001
146.8	153.8	161.2	3.93	74.7	25.3	0.000001	5.54	52.3	47.7	0.000001
161.2	168.9	176.9	3.78	78.6	21.4	0.000001	6.11	57.8	42.2	0.000001
176.9	185.4	194.2	3.52	82.4	17.6	0.000001	6.38	64	36	0.000001
194.2	203.5	213.2	3.15	85.9	14.1	3.60E-07	6.26	70.3	29.7	0.000001
213.2	223.4	234.1	2.68	89.1	10.9	2.32E-07	5.72	76.6	23.4	4.03E-07
234.1	245.2	256.9	2.13	91.8	8.24	1.39E-07	4.85	82.3	17.7	2.58E-07
256.9	269.2	282.1	1.56	93.9	6.11	7.69E-08	3.8	87.2	12.8	1.53E-07
282.1	295.5	309.6	1.04	95.4	4.56	3.88E-08	2.75	91	9.03	8.37E-08
309.6	324.4	339.9	0.65	96.5	3.52	1.83E-08	1.86	93.7	6.29	4.28E-08
339.9	356.1	373.1	0.41	97.1	2.87	8.83E-09	1.22	95.6	4.43	2.12E-08
373.1	390.9	409.6	0.32	97.5	2.45	5.11E-09	0.83	96.8	3.21	1.09E-08
409.6	429.2	449.7	0.31	97.9	2.14	3.82E-09	0.62	97.6	2.38	6.16E-09
449.7	471.1	493.6	0.35	98.2	1.82	3.26E-09	0.52	98.2	1.76	3.91E-09
493.6	517.2	541.9	0.39	98.5	1.47	2.70E-09	0.44	98.8	1.24	2.53E-09
541.9	567.7	594.9	0.38	98.9	1.08	1.99E-09	0.36	99.2	0.8	1.55E-09
594.9	623.3	653	0.32	99.3	0.7	1.26E-09	0.25	99.6	0.44	8.05E-10
653	684.2	716.8	0.22	99.6	0.39	6.65E-10	0.13	99.8	0.19	3.31E-10
716.8	751.1	786.9	0.12	99.8	0.16	2.64E-10	0.045	99.9	0.054	8.43E-11
786.9	824.5	863.9	0.041	99.95	0.048	6.98E-11	0.008	99.99	0.0084	1.12E-11
863.9	905.1	948.3	0.0071	99.99	0.0076	9.23E-12	0.00038	100	0.00038	3.99E-13
948.3	993.6	1041	0.00046	100	0.00046	4.48E-13	0	100	0	0
1041	1091	1143	0	100	0	0	0	100	0	0
1143	1197	1255	0	100	0	0	0	100	0	0
1255	1314	1377	0	100	0	0	0	100	0	0
1377	1443	1512	0	100	0	0	0	100	0	0
1512	1584	1660	0	100	0	0	0	100	0	0
1660	1739	1822	0	100	0	0	0	100	0	0
1822	1909	2000	0	100	0	0	0	100	0	0
2000				100	0			100	0	
