LS	16:00  19 Jan 2022
File name:	MZTEST02_MZPB_21.$ls
File ID:	MZTEST02
Sample ID:	MZPB
Operator:	HBUCKLAND
Bar code:	
Comment 1:	
Comment 2:	
Instrument:	LS 230, VSM Plus
Run number:	21
Start time:	15:59  19 Jan 2022
Run length:	62
Optical model:	Fraunhofer.rfd   PIDS included
Obscuration:	9
PIDS Obscur:	41
Obscuration:	OK
Serial Number:	7205

From	0.0400
To	2000
Volume 	100
Mean:	71.51
Median:	34.08
D(0,0):	0.105
Mean/Median ratio:	2.098
Mode:	34.58
S.D.:	105.6
Variance:	11148
C.V.:	147.6
Skewness:	3.082
Kurtosis:	11.27
d10:	5.263
d50:	34.08
d90:	187.7
Specific Surf. Area:	7853

% <	Size 
10	5.26
25	14.7
50	34.1
75	75.3
90	188

% >	Size 
10	188
25	75.3
50	34.1
75	14.7
90	5.26

Size 	% <
1	2.24
10	17.7
100	81.0
1000	100

Size 	% >
1	97.8
10	82.3
100	19.0
1000	0

Particle	MZTEST02
Diameter	_MZPB_21
um	.$ls
	Volume
	% <
2	4.29
5	9.56
16	26.9
20	32.8
32	47.8
50	63.0
63	70.2
125	84.6
250	93.5
500	98.5
1000	100
2000	100

Channel	Cum. >
Diameter	Volume
(Lower)	%
um	
0.040	100
0.044	100
0.048	99.999
0.053	99.998
0.058	99.997
0.064	99.99
0.070	99.99
0.077	99.98
0.084	99.97
0.093	99.95
0.102	99.9
0.112	99.9
0.122	99.9
0.134	99.9
0.148	99.8
0.162	99.8
0.178	99.7
0.195	99.7
0.214	99.7
0.235	99.6
0.258	99.5
0.284	99.5
0.311	99.4
0.342	99.3
0.375	99.2
0.412	99.1
0.452	99.0
0.496	98.9
0.545	98.8
0.598	98.7
0.656	98.5
0.721	98.4
0.791	98.2
0.868	98.0
0.953	97.9
1.047	97.7
1.149	97.4
1.261	97.2
1.385	96.9
1.520	96.7
1.668	96.4
1.832	96.0
2.011	95.7
2.207	95.3
2.423	94.9
2.660	94.5
2.920	94.0
3.205	93.5
3.519	93.0
3.863	92.4
4.240	91.7
4.655	91.0
5.110	90.3
5.610	89.4
6.158	88.5
6.760	87.5
7.421	86.4
8.147	85.3
8.943	84.0
9.817	82.6
10.78	81.1
11.83	79.4
12.99	77.6
14.26	75.7
15.65	73.6
17.18	71.3
18.86	68.8
20.70	66.2
22.73	63.4
24.95	60.5
27.39	57.4
30.07	54.3
33.01	51.1
36.24	47.9
39.78	44.7
43.67	41.5
47.94	38.4
52.62	35.3
57.77	32.4
63.41	29.6
69.61	27.0
76.42	24.6
83.89	22.5
92.09	20.6
101.1	18.8
111.0	17.2
121.8	15.8
133.7	14.4
146.8	13.2
161.2	11.9
176.9	10.7
194.2	9.55
213.2	8.37
234.1	7.23
256.9	6.16
282.1	5.21
309.6	4.37
339.9	3.65
373.1	3.03
409.6	2.49
449.7	1.99
493.6	1.52
541.9	1.09
594.9	0.71
653.0	0.38
716.8	0.15
786.9	0.030
863.9	0.0029
948.3	0
1041	0
1143	0
1255	0
1377	0
1512	0
1660	0
1822	0
2000	0

