LS	18/11/2022 12:31									
(Lower)	(Center)	(Upper)	Volume	%	%	%	Diff.	%	%	%
um	um	um	%				Volume			
0.04	0.042	0.044	0.00014	0	100	1.39	0.00034	0	100	1.8
0.044	0.046	0.048	0.00019	0.00014	100	1.45	0.00045	0.00034	100	1.8
0.048	0.05	0.053	0.00032	0.00032	100	1.85	0.00072	0.00078	99.999	2.19
0.053	0.055	0.058	0.00064	0.00064	99.999	2.84	0.0014	0.0015	99.999	3.34
0.058	0.061	0.064	0.0013	0.0013	99.999	4.43	0.003	0.0029	99.997	5.27
0.064	0.067	0.07	0.0025	0.0026	99.997	6.2	0.0056	0.006	99.99	7.39
0.07	0.073	0.077	0.0038	0.0051	99.99	7.33	0.0086	0.012	99.99	8.58
0.077	0.08	0.084	0.0053	0.0089	99.99	7.64	0.012	0.02	99.98	8.68
0.084	0.088	0.093	0.0068	0.014	99.99	7.46	0.014	0.032	99.97	8.21
0.093	0.097	0.102	0.0086	0.021	99.98	7.13	0.018	0.046	99.95	7.59
0.102	0.106	0.112	0.011	0.03	99.97	6.66	0.021	0.064	99.9	6.85
0.112	0.117	0.122	0.013	0.04	99.96	6.05	0.024	0.085	99.9	6.01
0.122	0.128	0.134	0.015	0.053	99.9	5.37	0.028	0.11	99.9	5.19
0.134	0.141	0.148	0.018	0.068	99.9	4.73	0.031	0.14	99.9	4.42
0.148	0.155	0.162	0.02	0.086	99.9	4.15	0.035	0.17	99.8	3.74
0.162	0.17	0.178	0.023	0.11	99.9	3.62	0.039	0.2	99.8	3.14
0.178	0.186	0.195	0.027	0.13	99.9	3.14	0.043	0.24	99.8	2.63
0.195	0.205	0.214	0.031	0.16	99.8	2.72	0.048	0.29	99.7	2.21
0.214	0.225	0.235	0.036	0.19	99.8	2.37	0.053	0.33	99.7	1.85
0.235	0.247	0.258	0.041	0.22	99.8	2.06	0.059	0.39	99.6	1.56
0.258	0.271	0.284	0.047	0.26	99.7	1.78	0.066	0.45	99.6	1.3
0.284	0.297	0.311	0.053	0.31	99.7	1.53	0.073	0.51	99.5	1.09
0.311	0.326	0.342	0.06	0.36	99.6	1.31	0.08	0.58	99.4	0.9
0.342	0.358	0.375	0.068	0.42	99.6	1.11	0.087	0.66	99.3	0.75
0.375	0.393	0.412	0.076	0.49	99.5	0.94	0.095	0.75	99.2	0.62
0.412	0.431	0.452	0.085	0.57	99.4	0.8	0.1	0.85	99.2	0.51
0.452	0.474	0.496	0.094	0.65	99.3	0.67	0.11	0.95	99	0.42
0.496	0.52	0.545	0.1	0.75	99.3	0.56	0.12	1.06	98.9	0.35
0.545	0.571	0.598	0.12	0.85	99.1	0.47	0.13	1.19	98.8	0.29
0.598	0.627	0.656	0.13	0.97	99	0.39	0.15	1.32	98.7	0.23
0.656	0.688	0.721	0.14	1.1	98.9	0.33	0.16	1.47	98.5	0.19
0.721	0.755	0.791	0.16	1.24	98.8	0.27	0.17	1.63	98.4	0.16
0.791	0.829	0.868	0.17	1.39	98.6	0.23	0.19	1.8	98.2	0.13
0.868	0.91	0.953	0.19	1.56	98.4	0.19	0.2	1.99	98	0.11
0.953	0.999	1.047	0.2	1.75	98.2	0.15	0.22	2.2	97.8	0.088
1.047	1.097	1.149	0.22	1.96	98	0.13	0.24	2.42	97.6	0.072
1.149	1.204	1.261	0.24	2.18	97.8	0.1	0.26	2.66	97.3	0.059
1.261	1.321	1.385	0.26	2.42	97.6	0.085	0.28	2.92	97.1	0.048
1.385	1.451	1.52	0.28	2.68	97.3	0.07	0.31	3.2	96.8	0.039
1.52	1.592	1.668	0.3	2.96	97	0.057	0.33	3.51	96.5	0.032
1.668	1.748	1.832	0.33	3.27	96.7	0.046	0.36	3.84	96.2	0.026
1.832	1.919	2.011	0.35	3.6	96.4	0.037	0.38	4.2	95.8	0.021
2.011	2.107	2.207	0.37	3.95	96.1	0.03	0.41	4.58	95.4	0.017
2.207	2.313	2.423	0.4	4.32	95.7	0.024	0.45	5	95	0.014
2.423	2.539	2.66	0.43	4.72	95.3	0.02	0.48	5.44	94.6	0.012
2.66	2.787	2.92	0.45	5.15	94.9	0.016	0.52	5.92	94.1	0.0094
2.92	3.059	3.205	0.48	5.6	94.4	0.013	0.56	6.44	93.6	0.0076
3.205	3.358	3.519	0.51	6.08	93.9	0.01	0.6	6.99	93	0.0062
3.519	3.687	3.863	0.55	6.59	93.4	0.0082	0.65	7.59	92.4	0.0051
3.863	4.047	4.24	0.58	7.14	92.9	0.0066	0.7	8.24	91.8	0.0042
4.24	4.443	4.655	0.62	7.72	92.3	0.0053	0.76	8.94	91.1	0.0034
4.655	4.877	5.11	0.66	8.34	91.7	0.0043	0.82	9.7	90.3	0.0028
5.11	5.354	5.61	0.71	9	91	0.0035	0.89	10.5	89.5	0.0023
5.61	5.878	6.158	0.75	9.71	90.3	0.0028	0.96	11.4	88.6	0.0019
6.158	6.452	6.76	0.81	10.5	89.5	0.0023	1.04	12.4	87.6	0.0015
6.76	7.083	7.421	0.86	11.3	88.7	0.0018	1.13	13.4	86.6	0.0012
7.421	7.775	8.147	0.92	12.1	87.9	0.0015	1.22	14.5	85.5	0.001
8.147	8.536	8.943	0.99	13.1	86.9	0.0012	1.32	15.8	84.2	0.00083
8.943	9.37	9.817	1.06	14	86	0.00097	1.42	17.1	82.9	0.00068
9.817	10.29	10.78	1.14	15.1	84.9	0.00079	1.54	18.5	81.5	0.00056
10.78	11.29	11.83	1.22	16.2	83.8	0.00064	1.67	20	80	0.00046
11.83	12.4	12.99	1.32	17.5	82.5	0.00052	1.8	21.7	78.3	0.00037
12.99	13.61	14.26	1.42	18.8	81.2	0.00042	1.95	23.5	76.5	0.0003
14.26	14.94	15.65	1.53	20.2	79.8	0.00035	2.11	25.5	74.5	0.00025
15.65	16.4	17.18	1.65	21.7	78.3	0.00028	2.27	27.6	72.4	0.0002
17.18	18	18.86	1.77	23.4	76.6	0.00023	2.43	29.8	70.2	0.00016
18.86	19.76	20.7	1.9	25.1	74.9	0.00019	2.6	32.3	67.7	0.00013
20.7	21.69	22.73	2.03	27	73	0.00015	2.75	34.9	65.1	0.00011
22.73	23.81	24.95	2.15	29.1	70.9	0.00012	2.89	37.6	62.4	0.000084
24.95	26.14	27.39	2.26	31.2	68.8	0.000095	3	40.5	59.5	0.000066
27.39	28.7	30.07	2.35	33.5	66.5	0.000075	3.07	43.5	56.5	0.000051
30.07	31.5	33.01	2.43	35.8	64.2	0.000059	3.11	46.6	53.4	0.000039
33.01	34.58	36.24	2.51	38.3	61.7	0.000046	3.11	49.7	50.3	0.00003
36.24	37.97	39.78	2.61	40.8	59.2	0.000036	3.1	52.8	47.2	0.000022
39.78	41.68	43.67	2.72	43.4	56.6	0.000028	3.08	55.9	44.1	0.000017
43.67	45.75	47.94	2.86	46.1	53.9	0.000022	3.04	59	41	0.000012
47.94	50.22	52.62	3	48.9	51.1	0.000018	2.98	62	38	0.000009
52.62	55.13	57.77	3.13	51.9	48.1	0.000014	2.88	65	35	0.000007
57.77	60.52	63.41	3.23	55.1	44.9	0.000011	2.72	67.9	32.1	0.000005
63.41	66.44	69.61	3.28	58.3	41.7	0.000008	2.5	70.6	29.4	0.000003
69.61	72.94	76.42	3.3	61.6	38.4	0.000006	2.25	73.1	26.9	0.000002
76.42	80.07	83.89	3.29	64.9	35.1	0.000005	2.01	75.3	24.7	0.000002
83.89	87.9	92.09	3.26	68.2	31.8	0.000004	1.79	77.3	22.7	0.000001
92.09	96.49	101.1	3.21	71.4	28.6	0.000003	1.64	79.1	20.9	0.000001
101.1	105.9	111	3.14	74.6	25.4	0.000002	1.55	80.8	19.2	0.000001
111	116.3	121.8	3.02	77.8	22.2	0.000001	1.51	82.3	17.7	3.77E-07
121.8	127.6	133.7	2.86	80.8	19.2	0.000001	1.5	83.8	16.2	2.84E-07
133.7	140.1	146.8	2.66	83.7	16.3	0.000001	1.5	85.3	14.7	2.14E-07
146.8	153.8	161.2	2.43	86.3	13.7	0.000001	1.47	86.8	13.2	1.59E-07
161.2	168.9	176.9	2.18	88.7	11.3	3.41E-07	1.42	88.3	11.7	1.16E-07
176.9	185.4	194.2	1.93	90.9	9.08	2.29E-07	1.33	89.7	10.3	8.22E-08
194.2	203.5	213.2	1.68	92.9	7.15	1.50E-07	1.23	91	8.96	5.73E-08
213.2	223.4	234.1	1.42	94.5	5.47	9.59E-08	1.12	92.3	7.73	3.95E-08
234.1	245.2	256.9	1.14	96	4.05	5.83E-08	1.02	93.4	6.61	2.71E-08
256.9	269.2	282.1	0.85	97.1	2.9	3.29E-08	0.91	94.4	5.59	1.84E-08
282.1	295.5	309.6	0.57	97.9	2.05	1.68E-08	0.82	95.3	4.68	1.24E-08
309.6	324.4	339.9	0.35	98.5	1.48	7.65E-09	0.72	96.1	3.86	8.33E-09
339.9	356.1	373.1	0.21	98.9	1.13	3.42E-09	0.64	96.9	3.14	5.60E-09
373.1	390.9	409.6	0.15	99.1	0.93	1.86E-09	0.58	97.5	2.49	3.82E-09
409.6	429.2	449.7	0.15	99.2	0.78	1.43E-09	0.53	98.1	1.91	2.63E-09
449.7	471.1	493.6	0.18	99.4	0.63	1.31E-09	0.48	98.6	1.38	1.79E-09
493.6	517.2	541.9	0.2	99.6	0.45	1.09E-09	0.4	99.1	0.91	1.14E-09
541.9	567.7	594.9	0.15	99.8	0.25	6.35E-10	0.29	99.5	0.5	6.21E-10
594.9	623.3	653	0.075	99.9	0.094	2.35E-10	0.15	99.8	0.22	2.52E-10
653	684.2	716.8	0.017	99.98	0.018	3.97E-11	0.052	99.9	0.061	6.37E-11
716.8	751.1	786.9	0.0015	99.998	0.0015	2.68E-12	0.0086	99.99	0.009	7.95E-12
786.9	824.5	863.9	0	100	0	0	0.00044	100	0.00044	3.12E-13
863.9	905.1	948.3	0	100	0	0	0	100	0	0
948.3	993.6	1041	0	100	0	0	0	100	0	0
1041	1091	1143	0	100	0	0	0	100	0	0
1143	1197	1255	0	100	0	0	0	100	0	0
1255	1314	1377	0	100	0	0	0	100	0	0
1377	1443	1512	0	100	0	0	0	100	0	0
1512	1584	1660	0	100	0	0	0	100	0	0
1660	1739	1822	0	100	0	0	0	100	0	0
1822	1909	2000	0	100	0	0	0	100	0	0
2000				100	0			100	0	
